broken_name,occurrences,sample_sources
混合弱酸,2,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.31-8.33-缓冲溶液与混合酸.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/例题/例8.4-混合弱酸离子浓度.md
碱性比较,2,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.34-8.36-碱性比较与酸碱质子理论.md; 04-题库/真题/第27届决赛/理论/题-027决-9-选择题综合.md
近似计算,2,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/例题/例8.4-混合弱酸离子浓度.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md
Ksp计算,2,04-题库/教材习题/无机化学例题与习题/Ch09-沉淀溶解平衡/例题/例9.1-Ksp计算与溶解度比较.md; 04-题库/真题/第26届决赛/理论/题-026决-1-1~1-5-Bi基础性质.md
H2S沉淀,2,04-题库/教材习题/无机化学例题与习题/Ch09-沉淀溶解平衡/例题/例9.6-H2S沉淀分离中的pH控制.md; 04-题库/教材习题/无机化学例题与习题/Ch09-沉淀溶解平衡/例题/例9.7-强酸性条件下H2S沉淀Cu2+.md
碱性介质,2,04-题库/教材习题/无机化学例题与习题/Ch10-氧化还原反应/习题/10.23-10.24-配平题.md; 04-题库/真题/第27届初赛/无机和结构化学/题-027-1-3-Cr2O3与铁氰化钾反应.md
电势-pH图,2,04-题库/教材习题/无机化学例题与习题/Ch10-氧化还原反应/习题/10.25-10.37-计算题.md; 04-题库/教材习题/无机化学例题与习题/Ch10-氧化还原反应/例题/例10.10-电势-pH图.md
标准电动势,2,04-题库/教材习题/无机化学例题与习题/Ch10-氧化还原反应/例题/例10.1-电池符号表示与电动势计算.md; 04-题库/真题/第38届初赛/题-038-1-3-三氯化金分解热力学计算.md
非氧化还原反应,2,04-题库/教材习题/无机化学例题与习题/Ch10-氧化还原反应/例题/例10.2-非氧化还原反应平衡常数.md; 04-题库/真题/第31届初赛/无机和结构化学/题-031-1-1-硼酸制备方程式.md
旋光异构体,2,04-题库/教材习题/无机化学例题与习题/Ch11-配位化学基础/习题/11.25-11.46-简答与计算题.md; 04-题库/教材习题/无机化学例题与习题/Ch11-配位化学基础/例题/例11.2-配合物旋光异构体.md
碳酸盐热稳定性,2,04-题库/教材习题/无机化学例题与习题/Ch12-碱金属和碱土金属/习题/12.1-12.8-选择题.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.7-硫酸盐热稳定性.md
氢氧化物两性,2,04-题库/教材习题/无机化学例题与习题/Ch12-碱金属和碱土金属/例题/例12.3-鉴别各组物质.md; 04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/例题/Ch14-例14.7-离子分离.md
碳酸盐,2,04-题库/教材习题/无机化学例题与习题/Ch12-碱金属和碱土金属/例题/例12.3-鉴别各组物质.md; 04-题库/真题/第36届初赛/题-036-2-2-碳酸根聚合结构.md
硼珠试验,2,04-题库/教材习题/无机化学例题与习题/Ch13-硼族元素/习题/Ch13-制备与鉴别题.md; 04-题库/教材习题/无机化学例题与习题/Ch13-硼族元素/习题/Ch13-填空题.md
铊化合物,2,04-题库/教材习题/无机化学例题与习题/Ch13-硼族元素/例题/Ch13-例13.1-配平方程式.md; 04-题库/教材习题/无机化学例题与习题/Ch13-硼族元素/例题/Ch13-例13.6-物质推断.md
硅的反应,2,04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/习题/Ch14-方程式.md; 04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/例题/Ch14-例14.1-配平方程式.md
四氧化三铅,2,04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/例题/Ch14-例14.5-Pb3O4验证.md; 04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/例题/Ch14-例14.8-物质推断.md
硫化物沉淀,2,04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/例题/Ch14-例14.7-离子分离.md; 04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
物质颜色,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/填空题15.17-15.29.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/填空题16.17-16.29.md
三氯化铋水解,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/方程式配平15.30-15.54.md; 04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.7-氯化物水解.md
实验现象解释,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/简答题15.62-15.77.md; 04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/简答题19.md
硝酸盐热分解,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/选择题15.1-15.16.md; 04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.5-解释实验现象.md
叠氮化物,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/选择题15.1-15.16.md; 04-题库/真题/第27届初赛/无机和结构化学/题-027-1-6-NaN3制备.md
铵盐热分解,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/选择题15.1-15.16.md; 04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.6-铵盐热分解.md
氯化物水解,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/习题/选择题15.1-15.16.md; 04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.7-氯化物水解.md
三氯化氮水解,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.1-配平方程式.md; 04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.7-氯化物水解.md
极化作用,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.5-解释实验现象.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.7-硫酸盐热稳定性.md
氧化银,2,04-题库/教材习题/无机化学例题与习题/Ch15-氮族元素/例题/例15.9-推断题一.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.9-推断无色晶体.md
O-O键长,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/填空题16.17-16.29.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md
硫化氢沉淀,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/填空题16.17-16.29.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/选择题16.1-16.16.md
硫化物溶解性,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/填空题16.17-16.29.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/选择题16.1-16.16.md
硫代硫酸银,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/填空题16.17-16.29.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.5-解释实验现象.md
氢卤酸酸性,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/习题/选择题16.1-16.16.md; 04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
亚硫酸钠,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.3-鉴别含硫溶液.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.8-推断白色固体.md
硫代硫酸钠,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.3-鉴别含硫溶液.md; 04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.8-推断白色固体.md
气体鉴别,2,04-题库/教材习题/无机化学例题与习题/Ch16-氧族元素/例题/例16.3-鉴别含硫溶液.md; 04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.25-18.29-分离鉴别与制备.md
卤素歧化反应,2,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.1-17.10-选择题.md; 04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.1-完成配平化学反应方程式.md
卤素化合物推断,2,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.47-17.57-简答题.md; 04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.6-钠盐推断题.md
氢化物分类,2,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.33-填空与简答题.md; 04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.30-18.33-简答题.md
氢化物反应,2,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.15-18.24-完成配平化学反应方程式.md; 04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.1-完成配平化学反应方程式.md
氙氟化物合成,2,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.25-18.29-分离鉴别与制备.md; 04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-氙化合物推断题.md
XeO3,2,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.1-配平氢与稀有气体反应.md; 04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-Xe化合物推断与反应方程式.md
化合物性质,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.1-20.10-选择题.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.1-21.12-选择题.md
填空题,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.11-20.17-填空题.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.13-21.22-填空题.md
矿物,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.11-20.17-填空题.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.13-21.22-填空题.md
TiCl₄,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.35-20.39-分离鉴别与制备.md; 04-题库/真题/第31届决赛/理论/题-031决-7-有机反应机理.md
简答题,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.40-20.50-简答与计算题.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.57-简答与计算题.md
计算题,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.40-20.50-简答与计算题.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.57-简答与计算题.md
金属提取,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.2-钛和钒的工业生产过程.md; 04-题库/真题/第30届决赛/理论/题-030决-3-金属元素提取.md
V₂O₅,2,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.5-钒化合物的推断与反应.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.3-鉴别各组物质.md
Cr(III),2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.23-21.49-化学方程式配平.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.1-完成配平化学反应方程式.md
Mn(IV),2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.23-21.49-化学方程式配平.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.1-完成配平化学反应方程式.md
Mn(VII),2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.23-21.49-化学方程式配平.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.1-完成配平化学反应方程式.md
K₂Cr₂O₇,2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.50-21.56-分离鉴别与制备.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.6-铬化合物的推断与反应.md
离子共存,2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.5-离子共存问题.md; 04-题库/真题/第31届决赛/理论/题-031决-3-离子混合物推断.md
酸碱条件,2,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.5-离子共存问题.md; 04-题库/真题/第30届初赛/有机化学/题-030-9-1-1-化合物B结构简式.md
FeCl3与KSCN反应,2,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md; 04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/例题/例22.5-解释实验现象.md
不可约表示,2,04-题库/教材习题/物理化学Atkins/主题10-分子对称性-习题.md
分子碰撞理论,2,04-题库/教材习题/物理化学Atkins/主题17-19-动力学与表面过程-习题.md
活度系数,2,04-题库/教材习题/物理化学Atkins/主题6-化学平衡-习题.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-2-2-电荷平衡方程式.md
薛定谔方程,2,04-题库/教材习题/物理化学Atkins/主题7-8-9-量子理论与结构-习题.md
氢原子轨道,2,04-题库/教材习题/物理化学Atkins/主题7-8-9-量子理论与结构-习题.md
霍夫曼规则,2,04-题库/有机化学/亲核取代与消除反应/题-有机-消除-E2消除扎伊采夫与霍夫曼规则.md; 04-题库/有机化学/亲核取代与消除反应/题-有机-消除-霍夫曼消除反应机理.md
消除方向选择性,2,04-题库/有机化学/亲核取代与消除反应/题-有机-消除-霍夫曼消除特殊情况分析.md
动力学与热力学控制,2,04-题库/有机化学/加成反应/题-有机-加成-共轭二烯12与14加成.md
反式加成,2,04-题库/有机化学/加成反应/题-有机-加成-溴甲醇溶液加成产物判断.md
双烯体,2,04-题库/有机化学/周环反应/题-有机-周环-DielsAlder反应endo选择性.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-8-2-Diels-Alder反应.md
亲双烯体,2,04-题库/有机化学/周环反应/题-有机-周环-DielsAlder反应endo选择性.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-8-2-Diels-Alder反应.md
s-cis构象,2,04-题库/有机化学/周环反应/题-有机-周环-s-cis固定trans构型DA判断.md
轨道对称性守恒,2,04-题库/有机化学/周环反应/题-有机-周环-周环反应四大特征判断.md
导向基策略,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-C与H活化在全合成中的应用.md
正交性,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-保护基策略与正交性.md
PMB,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-保护基策略与正交性.md
Bn,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-保护基策略与正交性.md
Grubbs催化剂,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-烯烃复分解反应.md
环状过渡态,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-烯烃复分解反应.md
酰氯合成,2,04-题库/有机化学/有机合成与金属有机/题-有机-合成-连续多步合成路线综合.md
负电荷离域,2,04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共振与酸性判断冲突分析.md
稳定化能,2,04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共轭稳定化能计算.md
"1,3-丁二烯",2,04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共轭稳定化能计算.md
单体推断,2,04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-聚合物单体推断陷阱题.md
C-H伸缩振动,2,04-题库/有机化学/波谱分析/题-有机-波谱-IR-3000以上吸收峰判断.md
氘代标记,2,04-题库/有机化学/波谱分析/题-有机-波谱-IR-C与D键波数比较.md
