"Front","Back","Tags","Deck","Source","ReviewCycle","NoteType","Extra"
"什么是条件电势？","条件电势（conditional potential, \varphi^{\ominus'}）是在特定条件下，氧化态和还原态的分析浓度均为 1\,\mathrm{mol\cdot L^{-1}} 时的实际电势。它综合考虑了离子强度和各种副反应（酸效应、配位效应、沉淀效应）对标准电势的修正。","分析化学 氧化还原滴定 条件电势 rc_30d 化竞 氧化还原 电化学","Chem::Core","[[条件电势]]","30d","概念卡","关键结论：
• 条件电势的本质：\varphi^{\ominus'} 是在特定实验条件下（特定离子强度、酸度、配位剂/沉淀剂存在时），氧化态和还原态分析浓度均为 1\,\mathrm{mol\cdot L^{-1}} 时的实际电势。它把活度系数和各种副反应的影响""打包""进一个可实测的量。• 与标准电势的关系：\varphi^{\ominus'} = \varphi^{\ominus} + \frac{0.059\,\mathrm{V}}{z}\lg\frac{\gamma_{\mathrm{Ox}} \cdot \alpha_{\mathrm{Red}}}{\gamma_{\mathrm{Red}} \cdot \alpha_{\mathrm{Ox}}}。当无副反应且离子强度极低时，\varphi^{\ominus'} \to \varphi^{\ominus}。• 酸效应可使电势剧变：\mathrm{H}_3\mathrm{AsO}_4/\mathrm{H}_3\mathrm{AsO}_3 体系在 \mathrm{pH}=0 时 \varphi^{\ominus'} = +0.56\,\mathrm{V}，在 \mathrm{pH}=8 时降至 -0.12\,\mathrm{V}——同一电对在不同 pH 下氧化能力可发生逆转，这是判断氧化还原反应方向时必须考虑条件电势的原因。• 条件平衡常数计算：\lg K' = \frac{(\varphi_1^{\ominus'} - \varphi_2^{\ominus'})z}{0.059\,\mathrm{V}}，其中 z 为两电对电子转移数的最小公倍数。反应完全程度判据：z_1=z_2=1 时需 \Delta\varphi^{\ominus'} \geqslant 0.35\,\mathrm{V}（\lg K' \geqslant 6）。• 与条件稳定常数的统一类比：两者都是""理想常数""经副反应修正后的""实际有效常数""——配位滴定用 \alpha 除 K，氧化还原用 \alpha 和 \gamma 修正 \varphi^{\ominus}。掌握一个类比，另一个自然贯通。"
"条件电势 的关键结论有哪些？","• 条件电势的本质：\varphi^{\ominus'} 是在特定实验条件下（特定离子强度、酸度、配位剂/沉淀剂存在时），氧化态和还原态分析浓度均为 1\,\mathrm{mol\cdot L^{-1}} 时的实际电势。它把活度系数和各种副反应的影响""打包""进一个可实测的量。• 与标准电势的关系：\varphi^{\ominus'} = \varphi^{\ominus} + \frac{0.059\,\mathrm{V}}{z}\lg\frac{\gamma_{\mathrm{Ox}} \cdot \alpha_{\mathrm{Red}}}{\gamma_{\mathrm{Red}} \cdot \alpha_{\mathrm{Ox}}}。当无副反应且离子强度极低时，\varphi^{\ominus'} \to \varphi^{\ominus}。• 酸效应可使电势剧变：\mathrm{H}_3\mathrm{AsO}_4/\mathrm{H}_3\mathrm{AsO}_3 体系在 \mathrm{pH}=0 时 \varphi^{\ominus'} = +0.56\,\mathrm{V}，在 \mathrm{pH}=8 时降至 -0.12\,\mathrm{V}——同一电对在不同 pH 下氧化能力可发生逆转，这是判断氧化还原反应方向时必须考虑条件电势的原因。• 条件平衡常数计算：\lg K' = \frac{(\varphi_1^{\ominus'} - \varphi_2^{\ominus'})z}{0.059\,\mathrm{V}}，其中 z 为两电对电子转移数的最小公倍数。反应完全程度判据：z_1=z_2=1 时需 \Delta\varphi^{\ominus'} \geqslant 0.35\,\mathrm{V}（\lg K' \geqslant 6）。• 与条件稳定常数的统一类比：两者都是""理想常数""经副反应修正后的""实际有效常数""——配位滴定用 \alpha 除 K，氧化还原用 \alpha 和 \gamma 修正 \varphi^{\ominus}。掌握一个类比，另一个自然贯通。","分析化学 氧化还原滴定 条件电势 rc_30d 化竞 氧化还原 电化学","Chem::Core","[[条件电势]]","30d","总结卡","条件电势（conditional potential, \varphi^{\ominus'}）是在特定条件下，氧化态和还原态的分析浓度均为 1\,\mathrm{mol\cdot L^{-1}} 时的实际电势。它综合考虑了离子强度和各种副反应（酸效应、配位效应、沉淀效应）对标准电势的修正。"
"什么是条件稳定常数？","条件稳定常数（conditional stability constant, K'_{\mathrm{MY}}）是在特定实验条件下（考虑酸效应、配位效应、共存离子效应等副反应后），金属-EDTA配合物的实际稳定常数。它反映了真实滴定条件下的配合物有效稳定性。","分析化学 配位滴定 条件稳定常数 rc_30d 化竞 EDTA 计算","Chem::Core","[[条件稳定常数]]","30d","概念卡","关键结论：
• 条件稳定常数的本质：K'_{\mathrm{MY}} = K_{\mathrm{MY}}/\alpha_{\mathrm{M}}\alpha_{\mathrm{Y}} 反映实际滴定条件下的有效稳定常数。所有副反应系数 \alpha \geqslant 1，因此 K'_{\mathrm{MY}} \leqslant K_{\mathrm{MY}}，即副反应总是削弱主反应。• 对数形式的计算优势：\lg K'_{\mathrm{MY}} = \lg K_{\mathrm{MY}} - \lg\alpha_{\mathrm{M}} - \lg\alpha_{\mathrm{Y}}。竞赛中常直接查表得 \lg\alpha_{\mathrm{Y(H)}}，再用对数加减计算，避免大数运算。• 准确滴定判别式：c_{\mathrm{sp}} \cdot K'_{\mathrm{MY}} \geqslant 10^6（\Delta\mathrm{pM}' = \pm 0.2，E_{\mathrm{t}} \leqslant 0.1\%）。口诀""六次方保千一""——10^6 保证千分之一的误差。若允许 E_{\mathrm{t}} \leqslant 1\%，则 c_{\mathrm{sp}} \cdot K'_{\mathrm{MY}} \geqslant 10^4 即可（""四次方保百分""）。• 分别滴定判别式：混合离子体系中，\Delta\lg(cK') \geqslant 5 时可选择性滴定 M 而不受 N 干扰。注意是 \Delta\lg(cK') 而非 \Delta\lg K'，浓度因素不可忽略。• 与条件电势的统一类比：两者都是""理想常数""经副反应修正后的""实际有效常数""——配位滴定用 \alpha 除 K，氧化还原用 \alpha 和 \gamma 修正 \varphi^{\ominus}。掌握一个类比，另一个自然贯通。"
"条件稳定常数 的关键结论有哪些？","• 条件稳定常数的本质：K'_{\mathrm{MY}} = K_{\mathrm{MY}}/\alpha_{\mathrm{M}}\alpha_{\mathrm{Y}} 反映实际滴定条件下的有效稳定常数。所有副反应系数 \alpha \geqslant 1，因此 K'_{\mathrm{MY}} \leqslant K_{\mathrm{MY}}，即副反应总是削弱主反应。• 对数形式的计算优势：\lg K'_{\mathrm{MY}} = \lg K_{\mathrm{MY}} - \lg\alpha_{\mathrm{M}} - \lg\alpha_{\mathrm{Y}}。竞赛中常直接查表得 \lg\alpha_{\mathrm{Y(H)}}，再用对数加减计算，避免大数运算。• 准确滴定判别式：c_{\mathrm{sp}} \cdot K'_{\mathrm{MY}} \geqslant 10^6（\Delta\mathrm{pM}' = \pm 0.2，E_{\mathrm{t}} \leqslant 0.1\%）。口诀""六次方保千一""——10^6 保证千分之一的误差。若允许 E_{\mathrm{t}} \leqslant 1\%，则 c_{\mathrm{sp}} \cdot K'_{\mathrm{MY}} \geqslant 10^4 即可（""四次方保百分""）。• 分别滴定判别式：混合离子体系中，\Delta\lg(cK') \geqslant 5 时可选择性滴定 M 而不受 N 干扰。注意是 \Delta\lg(cK') 而非 \Delta\lg K'，浓度因素不可忽略。• 与条件电势的统一类比：两者都是""理想常数""经副反应修正后的""实际有效常数""——配位滴定用 \alpha 除 K，氧化还原用 \alpha 和 \gamma 修正 \varphi^{\ominus}。掌握一个类比，另一个自然贯通。","分析化学 配位滴定 条件稳定常数 rc_30d 化竞 EDTA 计算","Chem::Core","[[条件稳定常数]]","30d","总结卡","条件稳定常数（conditional stability constant, K'_{\mathrm{MY}}）是在特定实验条件下（考虑酸效应、配位效应、共存离子效应等副反应后），金属-EDTA配合物的实际稳定常数。它反映了真实滴定条件下的配合物有效稳定性。"
"什么是林邦误差公式？","林邦误差公式（Ringbom error formula）是容量分析中计算终点误差的统一公式，由芬兰分析化学家 Ringbom 提出。它将不同滴定体系（酸碱、配位、氧化还原）的终点误差统一为同一数学形式。","分析化学 容量分析 林邦误差公式 rc_30d 化竞 滴定 误差 公式","Chem::Core","[[林邦误差公式]]","30d","概念卡","关键结论：
• 林邦公式的核心结构：所有滴定体系的林邦公式均可写成 E_\mathrm{t} = \frac{10^{\Delta} - 10^{-\Delta}}{\sqrt{c_\mathrm{sp} \cdot K_\mathrm{eff}}} \times 100\% 的统一形式，其中 \Delta 为终点与计量点的参数差（\Delta\mathrm{pH}、\Delta\mathrm{pM}' 或 \Delta E），K_\mathrm{eff} 为反应的有效平衡常数。• 强酸 vs 弱酸林邦公式的区别：强酸滴定的 K_\mathrm{eff} = 1/K_\mathrm{w}（仅与水的自递有关），弱酸滴定的 K_\mathrm{eff} = K_\mathrm{a}/K_\mathrm{w}（还与酸的强度有关）。酸越弱，K_\mathrm{eff} 越小，相同 \Delta\mathrm{pH} 下误差越大。• 配位滴定林邦公式的直接应用：E_\mathrm{t} = \frac{10^{\Delta\mathrm{pM}'} - 10^{-\Delta\mathrm{pM}'}}{\sqrt{c_\mathrm{M}^\mathrm{sp} \cdot K'_\mathrm{MY}}} \times 100\%，分母中的 c_\mathrm{M}^\mathrm{sp} \cdot K'_\mathrm{MY} 就是准确滴定判别式中的核心量。• 二元酸第一计量点误差的特殊形式：E_{\mathrm{t}_1} = (10^{\Delta\mathrm{pH}} - 10^{-\Delta\mathrm{pH}}) \cdot \sqrt{K_{\mathrm{a}_2}/K_{\mathrm{a}_1}} \times 100\%，误差大小仅取决于两级解离常数之比，与浓度无关——这是判断多元酸能否分步滴定的关键。• \Delta\mathrm{pH} 的符号规则：\Delta\mathrm{pH} = \mathrm{pH}_\mathrm{ep} - \mathrm{pH}_\mathrm{sp}，决定误差正负。\Delta\mathrm{pH} > 0（碱过量）为正误差，\Delta\mathrm{pH} < 0（酸过量）为负误差。"
"林邦误差公式 的关键结论有哪些？","• 林邦公式的核心结构：所有滴定体系的林邦公式均可写成 E_\mathrm{t} = \frac{10^{\Delta} - 10^{-\Delta}}{\sqrt{c_\mathrm{sp} \cdot K_\mathrm{eff}}} \times 100\% 的统一形式，其中 \Delta 为终点与计量点的参数差（\Delta\mathrm{pH}、\Delta\mathrm{pM}' 或 \Delta E），K_\mathrm{eff} 为反应的有效平衡常数。• 强酸 vs 弱酸林邦公式的区别：强酸滴定的 K_\mathrm{eff} = 1/K_\mathrm{w}（仅与水的自递有关），弱酸滴定的 K_\mathrm{eff} = K_\mathrm{a}/K_\mathrm{w}（还与酸的强度有关）。酸越弱，K_\mathrm{eff} 越小，相同 \Delta\mathrm{pH} 下误差越大。• 配位滴定林邦公式的直接应用：E_\mathrm{t} = \frac{10^{\Delta\mathrm{pM}'} - 10^{-\Delta\mathrm{pM}'}}{\sqrt{c_\mathrm{M}^\mathrm{sp} \cdot K'_\mathrm{MY}}} \times 100\%，分母中的 c_\mathrm{M}^\mathrm{sp} \cdot K'_\mathrm{MY} 就是准确滴定判别式中的核心量。• 二元酸第一计量点误差的特殊形式：E_{\mathrm{t}_1} = (10^{\Delta\mathrm{pH}} - 10^{-\Delta\mathrm{pH}}) \cdot \sqrt{K_{\mathrm{a}_2}/K_{\mathrm{a}_1}} \times 100\%，误差大小仅取决于两级解离常数之比，与浓度无关——这是判断多元酸能否分步滴定的关键。• \Delta\mathrm{pH} 的符号规则：\Delta\mathrm{pH} = \mathrm{pH}_\mathrm{ep} - \mathrm{pH}_\mathrm{sp}，决定误差正负。\Delta\mathrm{pH} > 0（碱过量）为正误差，\Delta\mathrm{pH} < 0（酸过量）为负误差。","分析化学 容量分析 林邦误差公式 rc_30d 化竞 滴定 误差 公式","Chem::Core","[[林邦误差公式]]","30d","总结卡","林邦误差公式（Ringbom error formula）是容量分析中计算终点误差的统一公式，由芬兰分析化学家 Ringbom 提出。它将不同滴定体系（酸碱、配位、氧化还原）的终点误差统一为同一数学形式。"
"什么是标准溶液？","标准溶液（standard solution）是已知准确浓度的试剂溶液。在滴定分析中，将标准溶液通过滴定管滴加到被测物质溶液中，或将被测物质溶液滴加到标准溶液中，直到按化学计量关系定量反应完全，然后根据试剂溶液的浓度和用量计算被测物质的含量。","分析化学 容量分析 标准溶液 rc_30d 化竞","Chem::Core","[[标准溶液]]","30d","概念卡","关键结论：
浓度表示方法
• 物质的量浓度

c_{\mathrm{B}} = \frac{n_{\mathrm{B}}}{V} \tag{1-2}

常用单位为 \mathrm{mol\cdot L^{-1}}。必须指明基本单元。例如：

c_{\mathrm{H_2SO_4}} = 0.1\mathrm{~mol\cdot L^{-1}},\quad c_{\frac{1}{2}\mathrm{H_2SO_4}} = 0.2\mathrm{~mol\cdot L^{-1}}

通式：c_{\frac{b}{a}\mathrm{B}} = \frac{a}{b}c_{\mathrm{B}}
• 滴定度

滴定度（titer）是指每毫升滴定剂溶液相当于被测物质的质量（克或毫克）。常用于生产单位的例行分析。

例：T_{\mathrm{Fe/K_2Cr_2O_7}} = 0.005000\mathrm{~g\cdot mL^{-1}}，表示每毫升 \mathrm{K_2Cr_2O_7} 标准溶液恰好能与 0.005000\mathrm{~g~Fe^{2+}} 反应。

滴定度与物质的量浓度的换算（基于反应计量关系）：
c_{\mathrm{K_2Cr_2O_7}} = \frac{T \times 10^3\mathrm{~mL\cdot L^{-1}}}{M_{\mathrm{Fe}} \times 6}

滴定分析计算通式

在直接滴定法中，滴定剂T与被测物B的计量关系：

n_{\mathrm{B}} = \frac{b}{t}n_{\mathrm{T}} \quad \text{或} \quad n_{\mathrm{T}} = \frac{t}{b}n_{\mathrm{B}} \tag{1-4}

b/t 称为反应计量数比（计量比）。扩展为质量计算：

m_{\mathrm{B}} = n_{\mathrm{B}}M_{\mathrm{B}} = \frac{b}{t}n_{\mathrm{T}}M_{\mathrm{B}} = \frac{b}{t}c_{\mathrm{T}}V_{\mathrm{T}}M_{\mathrm{B}}

质量分数：

w_{\mathrm{B}} = \frac{m_{\mathrm{B}}}{m_{\mathrm{样}}} \times 100\%"
"标准溶液 的关键结论有哪些？","浓度表示方法
• 物质的量浓度

c_{\mathrm{B}} = \frac{n_{\mathrm{B}}}{V} \tag{1-2}

常用单位为 \mathrm{mol\cdot L^{-1}}。必须指明基本单元。例如：

c_{\mathrm{H_2SO_4}} = 0.1\mathrm{~mol\cdot L^{-1}},\quad c_{\frac{1}{2}\mathrm{H_2SO_4}} = 0.2\mathrm{~mol\cdot L^{-1}}

通式：c_{\frac{b}{a}\mathrm{B}} = \frac{a}{b}c_{\mathrm{B}}
• 滴定度

滴定度（titer）是指每毫升滴定剂溶液相当于被测物质的质量（克或毫克）。常用于生产单位的例行分析。

例：T_{\mathrm{Fe/K_2Cr_2O_7}} = 0.005000\mathrm{~g\cdot mL^{-1}}，表示每毫升 \mathrm{K_2Cr_2O_7} 标准溶液恰好能与 0.005000\mathrm{~g~Fe^{2+}} 反应。

滴定度与物质的量浓度的换算（基于反应计量关系）：
c_{\mathrm{K_2Cr_2O_7}} = \frac{T \times 10^3\mathrm{~mL\cdot L^{-1}}}{M_{\mathrm{Fe}} \times 6}

滴定分析计算通式

在直接滴定法中，滴定剂T与被测物B的计量关系：

n_{\mathrm{B}} = \frac{b}{t}n_{\mathrm{T}} \quad \text{或} \quad n_{\mathrm{T}} = \frac{t}{b}n_{\mathrm{B}} \tag{1-4}

b/t 称为反应计量数比（计量比）。扩展为质量计算：

m_{\mathrm{B}} = n_{\mathrm{B}}M_{\mathrm{B}} = \frac{b}{t}n_{\mathrm{T}}M_{\mathrm{B}} = \frac{b}{t}c_{\mathrm{T}}V_{\mathrm{T}}M_{\mathrm{B}}

质量分数：

w_{\mathrm{B}} = \frac{m_{\mathrm{B}}}{m_{\mathrm{样}}} \times 100\%","分析化学 容量分析 标准溶液 rc_30d 化竞","Chem::Core","[[标准溶液]]","30d","总结卡","标准溶液（standard solution）是已知准确浓度的试剂溶液。在滴定分析中，将标准溶液通过滴定管滴加到被测物质溶液中，或将被测物质溶液滴加到标准溶液中，直到按化学计量关系定量反应完全，然后根据试剂溶液的浓度和用量计算被测物质的含量。"
"标准溶液 有哪些常见易错点？","• 不是基准物质却用直接配制法——绝大多数试剂必须用标定法
• 浓度计算时忘记反应计量比 b/t
• 滴定度换算浓度时，忘记乘稀释因子或忽略量纲","分析化学 容量分析 标准溶液 rc_30d 化竞","Chem::Core","[[标准溶液]]","30d","易错点卡","标准溶液（standard solution）是已知准确浓度的试剂溶液。在滴定分析中，将标准溶液通过滴定管滴加到被测物质溶液中，或将被测物质溶液滴加到标准溶液中，直到按化学计量关系定量反应完全，然后根据试剂溶液的浓度和用量计算被测物质的含量。"
"什么是比色分析？","比色分析（比色法）是通过比较溶液颜色深浅来测定有色物质浓度的方法，是分光光度法的前身。主要包括目视比色法和光电比色法。目视比色法用眼睛观察比较溶液颜色深度；光电比色法使用滤光片和光电池，比分光光度法粗糙但无需单色器。","分析化学 分光光度法 比色分析 rc_30d 化竞","Chem::Core","[[比色分析]]","30d","概念卡","关键结论：
三种比色分析方法：
• 标准系列法（Nessler 比色管法）

在一套相同规格的平底比色管（Nessler 管）中，分别加入一系列不同量的标准溶液，在相同条件下显色并稀释至刻度，配成颜色逐渐加深的标准色阶。将一定量的待测试液在同样条件下显色稀释，然后从管口垂直向下（或从侧面）观察，比较待测溶液与标准色阶的颜色深度。若待测溶液与标准系列中某一标准管的颜色深度相同，则两者浓度相等。
• 优点：仪器简单，操作方便，适宜大批试样分析；即使显色反应不完全符合朗伯-比尔定律仍可使用
• 缺点：准确度不高（因人眼辨色能力有限，相对误差 5%~20%）；标准色阶保存时间短
• 杜氏比色计（Duboscq 比色计）

杜氏比色计通过调节液层厚度使待测溶液与标准溶液颜色深度相等，利用厚度比计算浓度：

根据朗伯-比尔定律，当两溶液颜色深度相等时：
\kappa_1 b_1 c_1 = \kappa_2 b_2 c_2

若为同一物质（\kappa_1 = \kappa_2），则有：
c_1 b_1 = c_2 b_2,\quad c_x = c_s \cdot \frac{b_s}{b_x}
• 优点：不需要配制标准色阶；通过调节厚度来匹配颜色，利用刻度读数得到定量结果
• 缺点：需人工调节厚度，操作较慢，仍受主观辨色误差影响
• 光电比色法

用滤光片从光源中获得一定波长范围的光（近似单色光），以光电池或光电管代替人眼作为检测器，通过测量光电流来比较吸光度。比目视比色法客观、准确，是现代分光光度法的雏形。"
